Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
21684;26243;"Asia-Pacific Population Journal";journal;"0259238X, 15644278";"UNESCAP";No;No;0,150;Q3;25;0;13;0;5;11;0,63;0,00;0,00;0;Thailand;Asiatic Region;"UNESCAP";"1986-2017";"Demography (Q3)";"Social Sciences"
21685;33459;"Desarrollo y Sociedad";journal;"01203584, 19007760";"Universidad de los Andes, Colombia";Yes;Yes;0,150;Q3;11;17;48;490;20;41;0,35;28,82;36,84;3;Colombia;Latin America;"Universidad de los Andes, Colombia";"1979-1985, 1994, 2010-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Development (Q4); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
21686;145661;"International Advances in Economic Research";journal;"1573966X, 10830898";"Springer";No;No;0,150;Q3;38;45;165;928;55;122;0,26;20,62;21,21;5;United States;Northern America;"Springer";"1995-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
21687;21100890303;"International Journal of Economics and Business Administration (discontinued)";journal;"22414754";"";No;No;0,150;Q3;20;203;33;5144;75;33;2,27;25,34;60,30;5;Greece;Western Europe;"";"2018-2020";"Business, Management and Accounting (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance"
21688;80593;"Journal of Medicinal Plants";journal;"27172058, 2717204X";"Institute of Medicinal Plants, ACECR";Yes;No;0,150;Q3;31;48;201;2316;79;199;0,32;48,25;37,40;0;Iran;Middle East;"Institute of Medicinal Plants, ACECR";"2004-2025";"Complementary and Alternative Medicine (Q3); Pharmacology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21689;21100216519;"Journal of Pharmaceutical Negative Results (discontinued)";journal;"09769234, 22297723";"ResearchTrentz Academy Publishing Education Services";No;No;0,150;Q3;13;14;37;393;13;29;0,36;28,07;42,62;0;India;Asiatic Region;"ResearchTrentz Academy Publishing Education Services";"2010-2011, 2013-2022";"Pharmaceutical Science (Q3); Drug Discovery (Q4); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
21690;21100256950;"Movement and Sports Sciences - Science et Motricite";journal;"21185735, 21185743";"EDP Sciences";No;No;0,150;Q3;19;33;122;105;29;105;0,36;3,18;37,14;1;France;Western Europe;"EDP Sciences";"2010-2025";"Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3); Neuropsychology and Physiological Psychology (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Physiology (Q4); Physiology (medical) (Q4); Psychology (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Multidisciplinary; Psychology; Social Sciences"
21691;26285;"Revue d'Economie du Developpement";journal;"17821517, 12454060";"De Boeck Supérieur";No;No;0,150;Q3;12;4;68;275;25;64;0,23;68,75;33,33;0;Belgium;Western Europe;"De Boeck Supérieur";"1993-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
21692;16200154727;"Revue Francaise de Pedagogie";journal;"05567807";"Institut National de Recherche Pedagogique";No;No;0,150;Q3;24;7;122;316;28;119;0,02;45,14;70,00;0;France;Western Europe;"Institut National de Recherche Pedagogique";"2002-2024";"Arts and Humanities (miscellaneous) (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
21693;87723;"Acta Biologica Szegediensis";journal;"15884082, 1588385X";"University of Szeged";No;No;0,150;Q4;35;24;51;983;26;51;0,55;40,96;44,62;0;Hungary;Eastern Europe;"University of Szeged";"1997-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
21694;18673;"Active and Passive Electronic Components";journal;"08827516, 15635031";"John Wiley and Sons Ltd";Yes;No;0,150;Q4;27;9;48;163;42;47;1,00;18,11;17,39;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1985-2004, 2007-2021, 2023-2025";"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)";"Engineering; Materials Science"
21695;19700180820;"Advances in Parallel Computing";book series;"1879808X, 09275452";"Elsevier";No;No;0,150;Q4;22;14;231;780;81;221;0,38;55,71;16,42;0;Netherlands;Western Europe;"Elsevier";"1990, 1992, 1995, 1998, 2004-2005, 2008-2023";"Computer Science (miscellaneous) (Q4)";"Computer Science"
21696;19400157227;"AgriScientia";journal;"1668298X, 03276244";"Universidad Nacional de Cordoba";Yes;No;0,150;Q4;14;15;38;605;11;38;0,21;40,33;38,46;1;Argentina;Latin America;"Universidad Nacional de Cordoba";"2006-2025";"Agronomy and Crop Science (Q4); Soil Science (Q4)";"Agricultural and Biological Sciences"
21697;17700156009;"Animal Nutrition and Feed Technology";journal;"0974181X, 09722963";"Indian journals";No;No;0,150;Q4;19;46;137;1443;36;137;0,12;31,37;18,98;0;India;Asiatic Region;"Indian journals";"2008-2025";"Food Animals (Q4)";"Veterinary"
21698;19587;"Arbeitsmedizin Sozialmedizin Umweltmedizin";journal;"23634669, 09446052";"Alfons W. Gentner Verlag GmbH &amp; Co. KG";No;No;0,150;Q4;15;80;518;413;37;429;0,09;5,16;44,19;0;Germany;Western Europe;"Alfons W. Gentner Verlag GmbH &amp; Co. KG";"1994-2026";"Public Health, Environmental and Occupational Health (Q4)";"Medicine"
21699;52916;"Avances en Odontoestomatologia";journal;"02131285";"Ediciones Avances S.L.";Yes;No;0,150;Q4;9;12;72;310;8;72;0,10;25,83;27,59;0;Spain;Western Europe;"Ediciones Avances S.L.";"1985-1991, 2003-2025";"Dentistry (miscellaneous) (Q4); Otorhinolaryngology (Q4)";"Dentistry; Medicine"
21700;17600155231;"Biopolymers and Cell";journal;"19936842, 02337657";"National Academy of Sciences of Ukraine";Yes;No;0,150;Q4;19;128;122;1226;55;122;0,55;9,58;50,47;0;Ukraine;Eastern Europe;"National Academy of Sciences of Ukraine";"1996-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology"
21701;12626;"Ceska Gynekologie";journal;"18054455, 12107832";"Czech Medical Association J.E. Purkyne";No;No;0,150;Q4;18;73;230;1744;67;217;0,32;23,89;41,94;0;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1959-1963, 1994-2025";"Obstetrics and Gynecology (Q4)";"Medicine"
21702;21100904261;"Computer Assisted Methods in Engineering and Science";journal;"22993649, 29565839";"Institute of Fundamental Technological Research, Polish Academy of Sciences";Yes;Yes;0,150;Q4;15;13;36;229;17;35;0,50;17,62;17,86;0;Poland;Eastern Europe;"Institute of Fundamental Technological Research, Polish Academy of Sciences";"2012-2025";"Computational Mechanics (Q4); Computer Science Applications (Q4); Mechanical Engineering (Q4)";"Computer Science; Engineering"
21703;24283;"Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China";journal;"10010548";"University of Electronic Science and Technology of China";No;No;0,150;Q4;25;141;451;2798;217;451;0,47;19,84;35,31;0;China;Asiatic Region;"University of Electronic Science and Technology of China";"1998, 2001-2025";"Electrical and Electronic Engineering (Q4)";"Engineering"
21704;5700165211;"Electronic Journal of Theoretical Physics";journal;"17295254";"";Yes;No;0,150;Q4;16;0;44;0;13;42;0,25;0,00;0,00;0;United Arab Emirates;Middle East;"";"2007-2016, 2018";"Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy"
21705;65029;"Hygiene + Medizin";journal;"01723790";"mhp-Verlag GmbH";No;No;0,150;Q4;13;59;246;491;14;161;0,05;8,32;40,26;0;Germany;Western Europe;"mhp-Verlag GmbH";"1980-2026";"Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
21706;144607;"Neuroforum";journal;"09470875, 23637013";"Walter de Gruyter GmbH";No;No;0,150;Q4;14;26;86;1050;11;79;0,15;40,38;39,22;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2005-2022";"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
21707;22012;"Nihon Koshu Eisei Zasshi";journal;"05461766, 21878986";"";No;No;0,150;Q4;26;0;47;0;13;47;0,00;0,00;0,00;0;Japan;Asiatic Region;"";"1990-2016";"Medicine (miscellaneous) (Q4)";"Medicine"
21708;21100240700;"Notes on Numerical Fluid Mechanics and Multidisciplinary Design";book series;"18600824, 16122909";"Springer Nature";No;No;0,150;Q4;30;77;373;1293;136;263;0,36;16,79;0,00;0;Switzerland;Western Europe;"Springer Nature";"2006-2016, 2018-2025";"Fluid Flow and Transfer Processes (Q4)";"Chemical Engineering"
21709;27995;"Progress in Nutrition";journal;"11298723";"Mattioli 1885";No;No;0,150;Q4;26;222;296;7840;125;294;0,40;35,32;49,08;1;Italy;Western Europe;"Mattioli 1885";"2002-2025";"Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Nursing"
21710;17760;"Recenti Progressi in Medicina";journal;"20381840, 00341193";"Il Pensiero Scientifico Editore s.r.l.";No;No;0,150;Q4;24;113;337;1418;111;290;0,34;12,55;50,81;2;Italy;Western Europe;"Il Pensiero Scientifico Editore s.r.l.";"1948, 1957-1958, 1960-2026";"Medicine (miscellaneous) (Q4)";"Medicine"
21711;5100152903;"Revista Cubana de Plantas Medicinales";journal;"10284796";"Editorial Ciencias Medicas";Yes;No;0,150;Q4;17;37;121;957;27;120;0,12;25,86;59,24;0;Cuba;Latin America;"Editorial Ciencias Medicas";"1996-1997, 1999-2002, 2005-2024";"Drug Discovery (Q4); Pharmacology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Pharmacology, Toxicology and Pharmaceutics"
21712;18275;"Revista Medico-Chirurgicala a Societatii de Medici si Naturalisti din Iasi";journal;"00487848";"Societatea de Medici si Naturalisti din Iasi";No;No;0,150;Q4;20;0;147;0;67;144;0,00;0,00;0,00;0;Romania;Eastern Europe;"Societatea de Medici si Naturalisti din Iasi";"1964, 1975, 1977-1993, 2009-2016";"Medicine (miscellaneous) (Q4)";"Medicine"
21713;23593;"Revue Forestiere Francaise";journal;"00352829";"Ecole Nationale du Genie Rural des Eaux et des Forets";Yes;Yes;0,150;Q4;16;43;131;805;12;106;0,05;18,72;38,57;1;France;Western Europe;"Ecole Nationale du Genie Rural des Eaux et des Forets";"1974, 1976-1977, 1979, 1984, 1988-1989, 1998-2000, 2002-2021, 2023-2025";"Forestry (Q4)";"Agricultural and Biological Sciences"
21714;14268;"Science and Technology of Energetic Materials (discontinued)";journal;"13479466";"Japan Explosives Society";No;No;0,150;Q4;19;0;35;0;15;35;0,58;0,00;0,00;0;Japan;Asiatic Region;"Japan Explosives Society";"2003-2017";"Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4)";"Chemistry; Physics and Astronomy"
21715;16144;"Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology";journal;"18722075, 10003061";"Chinese Academy of Sciences";No;No;0,150;Q4;26;214;529;6780;193;529;0,35;31,68;44,16;0;China;Asiatic Region;"Chinese Academy of Sciences";"2000-2026";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
21716;21100416035;"Trauma Case Reports";journal;"23526440";"Elsevier Ltd";Yes;No;0,150;Q4;14;86;127;953;51;127;0,44;11,08;19,15;3;United Kingdom;Western Europe;"Elsevier Ltd";"2015-2026";"Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4); Orthopedics and Sports Medicine (Q4)";"Medicine"
21717;17600155046;"Travailler";journal;"21025150, 16205340";"Martin Media";No;No;0,150;Q4;15;26;97;458;17;81;0,18;17,62;50,00;1;France;Western Europe;"Martin Media";"2001-2023";"Clinical Psychology (Q4); Health (social science) (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
21718;24266;"USDA Forest Service - Resource Bulletin RMRS-RB";journal;"08889708";"USDA Forest Service";No;No;0,150;Q4;10;1;13;30;9;13;0,40;30,00;25,00;0;United States;Northern America;"USDA Forest Service";"1974, 1978-1997, 1999, 2001-2006, 2008-2010, 2012-2014, 2016-2022, 2024-2025";"Ecology (Q4); Forestry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Environmental Science"
21719;87584;"Wutan Huatan Jisuan Jishu (discontinued)";journal;"10011749";"China National Publishing Industry Trading Corporation";No;No;0,150;Q4;10;94;360;1482;42;360;0,09;15,77;31,31;0;China;Asiatic Region;"China National Publishing Industry Trading Corporation";"2003-2019";"Geology (Q4)";"Earth and Planetary Sciences"
21720;110337;"Zhurnal Nevrologii i Psihiatrii imeni S.S. Korsakova";journal;"23094729, 19977298";"Media Sphera Publishing Group";No;No;0,150;Q4;26;396;1155;12748;505;1134;0,45;32,19;62,36;8;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1952-2026";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine"
21721;21100806055;"10th Symposium on Space Resource Utilization, 2017";conference and proceedings;"-";"";No;No;0,150;-;3;0;7;0;3;6;0,43;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy; Engineering"
21722;21100468992;"2015 15th International Symposium on Communications and Information Technologies, ISCIT 2015";conference and proceedings;"-";"";No;No;0,150;-;8;0;86;0;35;82;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Hardware and Architecture";"Computer Science"
21723;21100457652;"2015 IEEE International Conference on Vehicular Electronics and Safety, ICVES 2015";conference and proceedings;"-";"";No;No;0,150;-;11;0;44;0;40;43;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems; Signal Processing; Social Sciences (miscellaneous)";"Computer Science; Social Sciences"
21724;21100802758;"2016 3rd International Conference on Information Retrieval and Knowledge Management, CAMP 2016 - Conference Proceedings";conference and proceedings;"-";"";No;No;0,150;-;8;0;29;0;28;26;0,97;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications";"Computer Science"
21725;21100812534;"2016 IEEE International Black Sea Conference on Communications and Networking, BlackSeaCom 2016";conference and proceedings;"-";"";No;No;0,150;-;8;0;66;0;36;63;0,55;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Discrete Mathematics and Combinatorics; Theoretical Computer Science";"Computer Science; Mathematics"
21726;21100781882;"2016 IEEE International Conference on Mechatronics and Automation, IEEE ICMA 2016";conference and proceedings;"-";"";No;No;0,150;-;17;0;464;0;267;462;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Human-Computer Interaction";"Computer Science"
21727;21100225802;"3DTV-Conference";conference and proceedings;"21612021, 2161203X";"IEEE Computer Society";No;No;0,150;-;17;0;83;0;65;78;0,88;0,00;0,00;0;United States;Northern America;"IEEE Computer Society";"2012-2016, 2018";"Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Human-Computer Interaction";"Computer Science; Engineering"
21728;21100467828;"ICNSC 2016 - 13th IEEE International Conference on Networking, Sensing and Control";conference and proceedings;"-";"";No;No;0,150;-;10;0;81;0;55;79;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Information Systems; Modeling and Simulation";"Computer Science; Mathematics"
21729;21100786193;"International Conference on Nuclear Engineering, Proceedings, ICONE";conference and proceedings;"-";"";No;No;0,150;-;12;0;794;0;149;786;0,17;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Education; Human-Computer Interaction";"Computer Science; Social Sciences"
21730;21100793696;"Proceedings - 2016 10th International Conference on Complex, Intelligent, and Software Intensive Systems, CISIS 2016";conference and proceedings;"-";"";No;No;0,150;-;12;0;119;0;87;105;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Computer Graphics and Computer-Aided Design; Computer Science Applications; Software";"Computer Science"
21731;21100801139;"Proceedings - 2016 4th International Symposium on Computing and Networking, CANDAR 2016";conference and proceedings;"-";"";No;No;0,150;-;8;0;115;0;70;113;0,61;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Hardware and Architecture";"Computer Science"
21732;21100468784;"Proceedings - 2016 the 2nd International Conference on Control, Automation and Robotics, ICCAR 2016";conference and proceedings;"-";"";No;No;0,150;-;10;0;77;0;55;74;0,00;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications";"Computer Science"
21733;19900193551;"American Periodicals";journal;"10547479, 15484238";"Ohio State University Press";No;No;0,149;Q1;8;16;45;452;20;41;0,37;28,25;40,00;0;United States;Northern America;"Ohio State University Press";"2010-2025";"Literature and Literary Theory (Q1)";"Arts and Humanities"
21734;19700168309;"Archipel";journal;"00448613";"Association Archipel";No;No;0,149;Q1;13;22;59;786;13;57;0,24;35,73;36,36;1;France;Western Europe;"Association Archipel";"2009-2025";"Literature and Literary Theory (Q1); Cultural Studies (Q2); History (Q2); Religious Studies (Q2); Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
21735;6000186059;"Genre";journal;"00166928";"University of Oklahoma";No;No;0,149;Q1;13;9;51;403;21;51;0,34;44,78;22,22;0;United States;Northern America;"University of Oklahoma";"2002-2025";"Literature and Literary Theory (Q1)";"Arts and Humanities"
21736;19253;"Romantisme";journal;"19577958, 00488593";"Armand Colin";No;No;0,149;Q1;8;46;132;1118;19;126;0,13;24,30;48,78;0;France;Western Europe;"Armand Colin";"1981, 1999, 2001-2025";"Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Cultural Studies (Q2); History (Q2)";"Arts and Humanities; Social Sciences"
21737;5800208237;"AILA Review";journal;"14610213, 15705595";"John Benjamins Publishing Company";No;No;0,149;Q2;34;9;24;380;21;22;0,69;42,22;63,64;1;Netherlands;Western Europe;"John Benjamins Publishing Company";"2003-2016, 2018-2025";"Linguistics and Language (Q2)";"Social Sciences"
21738;19900191970;"Dialectologia";journal;"20132247";"Universitat de Barcelona";Yes;Yes;0,149;Q2;11;26;77;714;14;75;0,13;27,46;44,12;0;Spain;Western Europe;"Universitat de Barcelona";"2008-2025";"Linguistics and Language (Q2)";"Social Sciences"
21739;5700164225;"Diplomacy and Statecraft";journal;"1557301X, 09592296";"Routledge";No;No;0,149;Q2;21;40;99;1481;47;95;0,28;37,03;20,93;5;United Kingdom;Western Europe;"Routledge";"1990-1996, 1998, 2001-2003, 2010-2025";"History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
21740;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"22280677, 17362563";"Estonian Association Applied Linguists";Yes;Yes;0,149;Q2;10;9;46;330;17;46;0,48;36,67;80,95;0;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2025";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
21741;145526;"Foundations of Chemistry (discontinued)";journal;"13864238, 15728463";"Springer Netherlands";No;No;0,149;Q2;24;0;19;0;9;15;0,00;0,00;0,00;0;Netherlands;Western Europe;"Springer Netherlands";"1999, 2005-2016";"History (Q2); Biochemistry (Q4); Chemistry (miscellaneous) (Q4)";"Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Chemistry"
21742;16100154767;"Journal for the Study of the Old Testament";journal;"14766728, 03090892";"SAGE Publications Ltd";No;No;0,149;Q2;28;47;77;245;25;77;0,32;5,21;31,11;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1976-2026";"Religious Studies (Q2)";"Arts and Humanities"
21743;16100154785;"Journal of the Society of Christian Ethics";journal;"15407942";"Georgetown University Press";No;No;0,149;Q2;14;22;56;856;7;52;0,11;38,91;63,64;0;United States;Northern America;"Georgetown University Press";"2002-2025";"Philosophy (Q2); Religious Studies (Q2)";"Arts and Humanities"
21744;21100202957;"KRITERION – Journal of Philosophy";journal;"10198288, 2750977X";"Walter de Gruyter GmbH";No;No;0,149;Q2;7;15;49;402;10;47;0,22;26,80;14,29;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2011-2026";"Philosophy (Q2)";"Arts and Humanities"
21745;13800154701;"Open House International";journal;"26339838, 01682601";"Emerald Group Publishing Ltd.";No;No;0,149;Q2;21;36;204;651;53;194;0,19;18,08;56,25;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2005-2026";"Architecture (Q2); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Engineering; Social Sciences"
21746;21100214706;"Review of Middle East Studies";journal;"23293225, 21513481";"Cambridge University Press";No;No;0,149;Q2;13;20;55;327;23;48;0,41;16,35;50,00;4;United States;Northern America;"Cambridge University Press";"1976, 2007-2025";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
21747;5800210325;"Sendebar";journal;"11305509";"Universidad de Granada";Yes;Yes;0,149;Q2;10;16;47;658;18;46;0,44;41,13;70,00;0;Spain;Western Europe;"Universidad de Granada";"2011-2024";"Linguistics and Language (Q2)";"Social Sciences"
21748;5800207533;"Sprachwissenschaft";journal;"03448169";"Universitaetsverlag Winter GmbH";No;No;0,149;Q2;10;16;45;807;10;44;0,18;50,44;52,63;0;Germany;Western Europe;"Universitaetsverlag Winter GmbH";"2002-2024";"Linguistics and Language (Q2)";"Social Sciences"
21749;4000152101;"Advances in Library Administration and Organization";book series;"07320671";"Emerald Group Publishing Ltd.";No;No;0,149;Q3;10;12;71;285;22;40;0,32;23,75;54,55;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2002, 2004-2012, 2014-2022, 2025-2026";"Library and Information Sciences (Q3); Public Administration (Q4)";"Social Sciences"
21750;21100786959;"Austrian Journal of Political Science";journal;"23135433";"Innsbruck University Press";Yes;Yes;0,149;Q3;12;5;98;274;16;94;0,18;54,80;45,45;3;Austria;Western Europe;"Innsbruck University Press";"2015-2025";"Sociology and Political Science (Q3)";"Social Sciences"
21751;21100370020;"Geopolitics Quarterly";journal;"17354331, 25383698";"Iranian Association of Geopolitics";Yes;No;0,149;Q3;9;20;81;748;24;80;0,32;37,40;12,82;0;Iran;Middle East;"Iranian Association of Geopolitics";"2014-2025";"Political Science and International Relations (Q3); Geography, Planning and Development (Q4)";"Social Sciences"
21752;18633;"Herba Polonica";journal;"24498343, 00180599";"Institute of Natural Fibres and Medicinal Plants - National Research Institute";Yes;Yes;0,149;Q3;14;22;27;893;14;27;0,52;40,59;50,00;1;Poland;Eastern Europe;"Institute of Natural Fibres and Medicinal Plants - National Research Institute";"1973-1979, 2018-2025";"Complementary and Alternative Medicine (Q3); Ecology, Evolution, Behavior and Systematics (Q4); Pharmacology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
21753;19700200860;"International Journal of Current Pharmaceutical Review and Research (discontinued)";journal;"0976822X";"Dr. Yashwant Research Labs Pvt. Ltd.";No;No;0,149;Q3;20;0;117;0;79;117;1,00;0,00;0,00;0;India;Asiatic Region;"Dr. Yashwant Research Labs Pvt. Ltd.";"2010-2017";"Pharmaceutical Science (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
21754;21100834347;"Journal of Marketing Analytics";journal;"20503318, 20503326";"Springer International Publishing AG";No;No;0,149;Q3;35;20;47;1204;42;40;0,85;60,20;34,88;0;Switzerland;Western Europe;"Springer International Publishing AG";"2013-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Marketing (Q4); Statistics, Probability and Uncertainty (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
21755;4700152760;"Latin American Business Review";journal;"10978526, 15286932";"Taylor and Francis Ltd.";No;No;0,149;Q3;20;17;45;953;18;45;0,20;56,06;38,30;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998, 2000-2026";"Business, Management and Accounting (miscellaneous) (Q3); Business and International Management (Q4)";"Business, Management and Accounting"
21756;16631;"Rivista Internazionale di Scienze Sociali";journal;"18277918, 0035676X";"Vita e Pensiero";No;No;0,149;Q3;12;12;58;619;20;56;0,39;51,58;47,37;1;Italy;Western Europe;"Vita e Pensiero";"1973, 2009-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Economics, Econometrics and Finance; Social Sciences"
21757;21100211750;"African Review of Physics";journal;"22236589";"Abdus Salam International Centre for Theoretical Physics";Yes;No;0,149;Q4;19;21;74;718;20;73;0,25;34,19;24,00;0;Italy;Western Europe;"Abdus Salam International Centre for Theoretical Physics";"2011-2020";"Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy"
21758;21100782804;"Bone Marrow Research";journal;"20902999";"";No;No;0,149;Q4;4;0;3;0;2;3;0,00;0,00;0,00;0;United States;Northern America;"";"";"Cell Biology (Q4); Hematology (Q4); Immunology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
21759;88850;"Chemistry and Industry of Forest Products";journal;"02532417";"Editorial Board of Chemistry and Industry of Forest Products";No;No;0,149;Q4;13;104;343;2394;118;343;0,38;23,02;40,90;0;China;Asiatic Region;"Editorial Board of Chemistry and Industry of Forest Products";"1997-2006, 2013-2026";"Fluid Flow and Transfer Processes (Q4); Forestry (Q4)";"Agricultural and Biological Sciences; Chemical Engineering"
21760;23447;"Chimica Oggi/Chemistry Today";journal;"0392839X, 19738250";"TeknoScienze";No;No;0,149;Q4;33;104;262;1250;69;227;0,28;12,02;30,05;0;Italy;Western Europe;"TeknoScienze";"1990-1991, 1996-2025";"Chemistry (miscellaneous) (Q4)";"Chemistry"
21761;19121;"Chinese Journal of Tuberculosis and Respiratory Diseases";journal;"10010939";"Chinese Medical Journals Publishing House Co.Ltd";No;No;0,149;Q4;30;147;105;4432;25;101;0,00;30,15;41,84;0;China;Asiatic Region;"Chinese Medical Journals Publishing House Co.Ltd";"1987-2016, 2019-2026";"Medicine (miscellaneous) (Q4); Pulmonary and Respiratory Medicine (Q4)";"Medicine"
21762;145731;"Communication and Medicine";journal;"16121783, 16133625";"University of Toronto Press";No;No;0,149;Q4;27;24;71;961;32;70;0,37;40,04;62,00;0;Canada;Northern America;"University of Toronto Press";"2004-2026";"Public Health, Environmental and Occupational Health (Q4)";"Medicine"
21763;21100782803;"Current Psychopharmacology";journal;"22115560, 22115579";"Bentham Science Publishers";No;No;0,149;Q4;4;0;16;0;6;16;0,00;0,00;0,00;0;Netherlands;Western Europe;"Bentham Science Publishers";"2012, 2015-2016, 2024";"Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
21764;13294;"Dela";book series;"18541089, 03540596";"University of Ljubljana Press";Yes;Yes;0,149;Q4;12;12;53;401;10;37;0,25;33,42;52,00;0;Slovenia;Eastern Europe;"University of Ljubljana Press";"1992-1993, 1995, 1997, 2006-2025";"Geography, Planning and Development (Q4)";"Social Sciences"
